name,latitude,longitude,type
Department of Business Administration and Entrepreneurship,11.9739791,8.4288022,university
Department of Business Administration and Entrepreneurship,11.9739813,8.4288258,university
Department of Business Administration and Entrepreneurship,11.9739743,8.4288508,university
Department of Business Administration and Entrepreneurship,11.9739526,8.4288916,university
Department of Business Administration and Entrepreneurship,11.9739271,8.428915,university
Department of Business Administration and Entrepreneurship,11.9739002,8.4289287,university
Department of Business Administration and Entrepreneurship,11.9738606,8.4289353,university
Department of Business Administration and Entrepreneurship,11.9738154,8.4289257,university
Department of Business Administration and Entrepreneurship,11.9737839,8.4289054,university
Department of Business Administration and Entrepreneurship,11.973764,8.4288825,university
Department of Business Administration and Entrepreneurship,11.9737467,8.4288424,university
Department of Business Administration and Entrepreneurship,11.9737451,8.4287951,university
Department of Business Administration and Entrepreneurship,11.9737274,8.4287923,university
Department of Business Administration and Entrepreneurship,11.9736135,8.4287042,university
Department of Business Administration and Entrepreneurship,11.9735297,8.4286381,university
Department of Business Administration and Entrepreneurship,11.9735048,8.4286197,university
Department of Business Administration and Entrepreneurship,11.9736112,8.4284855,university
Department of Business Administration and Entrepreneurship,11.9737303,8.428579,university
Department of Business Administration and Entrepreneurship,11.9737197,8.4285942,university
Department of Business Administration and Entrepreneurship,11.9737856,8.4286431,university
Department of Business Administration and Entrepreneurship,11.9738048,8.4286203,university
Department of Business Administration and Entrepreneurship,11.9738452,8.4286507,university
Department of Business Administration and Entrepreneurship,11.9737961,8.4287142,university
Bayero University Kano,11.9779657,8.4201647,university
Bayero University Kano,11.978017,8.4214255,university
Bayero University Kano,11.9821473,8.4217304,university
Bayero University Kano,11.9821999,8.421742,university
Bayero University Kano,11.9822308,8.4217675,university
Bayero University Kano,11.9822472,8.4218017,university
Bayero University Kano,11.9822478,8.4218661,university
Bayero University Kano,11.9818523,8.424838,university
Bayero University Kano,11.9817873,8.4252718,university
Bayero University Kano,11.9817742,8.427659,university
Bayero University Kano,11.9818267,8.4298879,university
Bayero University Kano,11.9794141,8.4292522,university
Bayero University Kano,11.9790088,8.4298798,university
Bayero University Kano,11.9789143,8.430773,university
Bayero University Kano,11.978951,8.4310868,university
Bayero University Kano,11.9781823,8.4336832,university
Bayero University Kano,11.977849,8.43485,university
Bayero University Kano,11.9778483,8.4352544,university
Bayero University Kano,11.9776106,8.4364834,university
Bayero University Kano,11.9761436,8.4380016,university
Bayero University Kano,11.9753275,8.4382108,university
Bayero University Kano,11.9748316,8.4383395,university
Bayero University Kano,11.9740248,8.4385347,university
Bayero University Kano,11.9735892,8.4386533,university
Bayero University Kano,11.9713183,8.4393588,university
Bayero University Kano,11.9693247,8.4399622,university
Bayero University Kano,11.9683683,8.4381571,university
Bayero University Kano,11.9673562,8.4362756,university
Bayero University Kano,11.9663467,8.4344346,university
Bayero University Kano,11.9652009,8.4322415,university
Bayero University Kano,11.9645348,8.4312879,university
Bayero University Kano,11.9645873,8.4310446,university
Bayero University Kano,11.9645489,8.4309924,university
Bayero University Kano,11.9644927,8.4309067,university
Bayero University Kano,11.9644646,8.4308669,university
Bayero University Kano,11.9642251,8.4308105,university
Bayero University Kano,11.964063,8.4305164,university
Bayero University Kano,11.9636906,8.429841,university
Bayero University Kano,11.9631894,8.4288552,university
Bayero University Kano,11.962551,8.4275373,university
Bayero University Kano,11.9621704,8.4265976,university
Bayero University Kano,11.9617035,8.4253495,university
Bayero University Kano,11.961228,8.424089,university
Bayero University Kano,11.960631,8.4223777,university
Bayero University Kano,11.9603417,8.4212833,university
Bayero University Kano,11.9600028,8.4198648,university
Bayero University Kano,11.9598116,8.4189833,university
Bayero University Kano,11.9597441,8.4181525,university
Bayero University Kano,11.9598215,8.4179735,university
Bayero University Kano,11.959824,8.4179304,university
Bayero University Kano,11.9598256,8.4178921,university
Bayero University Kano,11.9597572,8.4177961,university
Bayero University Kano,11.9598184,8.4173137,university
Bayero University Kano,11.9600715,8.4161278,university
Bayero University Kano,11.9602065,8.4155346,university
Bayero University Kano,11.9604087,8.4148635,university
Bayero University Kano,11.9605945,8.4144192,university
Bayero University Kano,11.9608014,8.4139402,university
Bayero University Kano,11.9614082,8.4125565,university
Bayero University Kano,11.9619706,8.4112302,university
Bayero University Kano,11.9623051,8.4106151,university
Bayero University Kano,11.9730584,8.4155336,university
Bayero University Kano,11.9742982,8.4161312,university
Bayero University Kano,11.9756365,8.4167675,university
Bayero University Kano,11.9764459,8.4181606,university
Bayero University Kano,11.9769977,8.4201342,university
Bayero University Kano,11.9779657,8.4201647,university
Centre for African Entrepreneurship Research & Traininng,11.9743396,8.4288378,university
Centre for African Entrepreneurship Research & Traininng,11.9743845,8.4289415,university
Centre for African Entrepreneurship Research & Traininng,11.9741915,8.4290288,university
Centre for African Entrepreneurship Research & Traininng,11.974132,8.4288912,university
Centre for African Entrepreneurship Research & Traininng,11.9742196,8.4288538,university
Centre for African Entrepreneurship Research & Traininng,11.9742342,8.4288877,university
Centre for African Entrepreneurship Research & Traininng,11.9743396,8.4288378,university
Centre for Research in Nigeria Languages and Folklore,11.9714181,8.4300361,university
Centre for Research in Nigeria Languages and Folklore,11.9714167,8.4300911,university
Centre for Research in Nigeria Languages and Folklore,11.9713144,8.4300944,university
Centre for Research in Nigeria Languages and Folklore,11.9713102,8.4300402,university
Centre for Research in Nigeria Languages and Folklore,11.9714181,8.4300361,university
Department of Education,11.9737988,8.429631,university
Department of Education,11.9738394,8.4297165,university
Department of Education,11.9736943,8.4298012,university
Department of Education,11.9736423,8.4297165,university
Department of Education,11.9737988,8.429631,university
Department of Sociology and Geography,11.9716861,8.4299184,university
Department of Sociology and Geography,11.971733,8.4300397,university
Department of Sociology and Geography,11.9715702,8.4301159,university
Department of Sociology and Geography,11.9715233,8.4299889,university
Department of Sociology and Geography,11.9716861,8.4299184,university
Faculty of Education Complex,11.9729779,8.4301805,university
Faculty of Education Complex,11.9729848,8.4302031,university
Faculty of Education Complex,11.9730248,8.4302482,university
Faculty of Education Complex,11.9730179,8.4302948,university
Faculty of Education Complex,11.9730165,8.4303188,university
Faculty of Education Complex,11.9725888,8.4304669,university
Faculty of Education Complex,11.9725722,8.430433,university
Faculty of Education Complex,11.9725529,8.430426,university
Faculty of Education Complex,11.9725349,8.4303583,university
Faculty of Education Complex,11.9725598,8.4303371,university
Faculty of Education Complex,11.9725556,8.4303033,university
Faculty of Education Complex,11.9727185,8.4302553,university
Faculty of Education Complex,11.9729779,8.4301805,university
Laboratory & Learning Resource Centre,11.9730614,8.4304206,university
Laboratory & Learning Resource Centre,11.9730927,8.4305134,university
Laboratory & Learning Resource Centre,11.9729225,8.430599,university
Laboratory & Learning Resource Centre,11.9728912,8.4305005,university
Laboratory & Learning Resource Centre,11.9730614,8.4304206,university
Dangote Business School,11.9677365,8.4263768,university
Dangote Business School,11.967872,8.426779,university
Dangote Business School,11.9680655,8.4271631,university
Dangote Business School,11.9681165,8.4272383,university
Dangote Business School,11.9675352,8.4276951,university
Dangote Business School,11.9669725,8.427933,university
Dangote Business School,11.9663,8.4266904,university
Dangote Business School,11.9677365,8.4263768,university
Security Office,11.9682266,8.4284854,university
Security Office,11.9682445,8.4284784,university
Security Office,11.9682528,8.4284925,university
Security Office,11.9682777,8.4284742,university
Security Office,11.9683591,8.4285927,university
Security Office,11.968297,8.428635,university
Security Office,11.9682873,8.4286152,university
Security Office,11.9681949,8.4286843,university
Security Office,11.9681521,8.428618,university
Security Office,11.9681976,8.4285814,university
Security Office,11.9681742,8.4285391,university
Security Office,11.9681452,8.4285532,university
Security Office,11.9681065,8.4284854,university
Security Office,11.9681521,8.4284544,university
Security Office,11.9681686,8.4284728,university
Security Office,11.9682087,8.428453,university
Security Office,11.9682266,8.4284854,university
Security Office,11.9682073,8.4287577,university
Security Office,11.9682666,8.4288804,university
Security Office,11.9682211,8.42891,university
Security Office,11.9681631,8.4287817,university
Security Office,11.9682073,8.4287577,university
Zonal Advanced Spaced Applications Laboratory,11.9749143,8.4300745,university
Zonal Advanced Spaced Applications Laboratory,11.9749592,8.4301662,university
Zonal Advanced Spaced Applications Laboratory,11.9749826,8.4301782,university
Zonal Advanced Spaced Applications Laboratory,11.9749787,8.4302001,university
Zonal Advanced Spaced Applications Laboratory,11.9750392,8.4303099,university
Zonal Advanced Spaced Applications Laboratory,11.9748011,8.4304475,university
Zonal Advanced Spaced Applications Laboratory,11.9747406,8.4303617,university
Zonal Advanced Spaced Applications Laboratory,11.9747055,8.4303558,university
Zonal Advanced Spaced Applications Laboratory,11.974686,8.4303159,university
Zonal Advanced Spaced Applications Laboratory,11.9747016,8.430264,university
Zonal Advanced Spaced Applications Laboratory,11.9746606,8.4301902,university
Zonal Advanced Spaced Applications Laboratory,11.9749143,8.4300745,university
Zonal Advanced Spaced Applications Laboratory,11.9756754,8.4296515,university
Zonal Advanced Spaced Applications Laboratory,11.9757203,8.4297373,university
Zonal Advanced Spaced Applications Laboratory,11.9756402,8.4297852,university
Zonal Advanced Spaced Applications Laboratory,11.9756227,8.4297513,university
Zonal Advanced Spaced Applications Laboratory,11.9755817,8.4297812,university
Zonal Advanced Spaced Applications Laboratory,11.9755817,8.4298151,university
Zonal Advanced Spaced Applications Laboratory,11.9753924,8.4299169,university
Zonal Advanced Spaced Applications Laboratory,11.9753592,8.4298969,university
Zonal Advanced Spaced Applications Laboratory,11.9753007,8.4299129,university
Zonal Advanced Spaced Applications Laboratory,11.9752734,8.429871,university
Zonal Advanced Spaced Applications Laboratory,11.9751094,8.4299568,university
Zonal Advanced Spaced Applications Laboratory,11.975088,8.4300186,university
Zonal Advanced Spaced Applications Laboratory,11.9750977,8.4300505,university
Zonal Advanced Spaced Applications Laboratory,11.9750119,8.4301044,university
Zonal Advanced Spaced Applications Laboratory,11.9749826,8.4300326,university
Zonal Advanced Spaced Applications Laboratory,11.9750138,8.4298929,university
Zonal Advanced Spaced Applications Laboratory,11.9752382,8.4297573,university
Zonal Advanced Spaced Applications Laboratory,11.9752675,8.4298151,university
Zonal Advanced Spaced Applications Laboratory,11.9753319,8.4297872,university
Zonal Advanced Spaced Applications Laboratory,11.9753495,8.4298191,university
Zonal Advanced Spaced Applications Laboratory,11.9755212,8.4297373,university
Zonal Advanced Spaced Applications Laboratory,11.9755056,8.4296954,university
Zonal Advanced Spaced Applications Laboratory,11.9755719,8.4296635,university
Zonal Advanced Spaced Applications Laboratory,11.9755934,8.4296894,university
Zonal Advanced Spaced Applications Laboratory,11.9756754,8.4296515,university
Zonal Advanced Spaced Applications Laboratory,11.9754041,8.4292426,university
Zonal Advanced Spaced Applications Laboratory,11.975408,8.4292725,university
Zonal Advanced Spaced Applications Laboratory,11.9753924,8.4293044,university
Zonal Advanced Spaced Applications Laboratory,11.9753202,8.4292585,university
Zonal Advanced Spaced Applications Laboratory,11.9752812,8.4291947,university
Zonal Advanced Spaced Applications Laboratory,11.9752421,8.4291807,university
Zonal Advanced Spaced Applications Laboratory,11.9751836,8.4292127,university
Zonal Advanced Spaced Applications Laboratory,11.9751719,8.4292605,university
Zonal Advanced Spaced Applications Laboratory,11.975209,8.4293304,university
Zonal Advanced Spaced Applications Laboratory,11.9752168,8.4293603,university
Zonal Advanced Spaced Applications Laboratory,11.9752109,8.4294122,university
Zonal Advanced Spaced Applications Laboratory,11.9751758,8.4294002,university
Zonal Advanced Spaced Applications Laboratory,11.9751563,8.4293762,university
Zonal Advanced Spaced Applications Laboratory,11.975125,8.4293862,university
Zonal Advanced Spaced Applications Laboratory,11.9750919,8.4293044,university
Zonal Advanced Spaced Applications Laboratory,11.9751172,8.4292865,university
Zonal Advanced Spaced Applications Laboratory,11.9751036,8.4292585,university
Zonal Advanced Spaced Applications Laboratory,11.975127,8.4291668,university
Zonal Advanced Spaced Applications Laboratory,11.9751329,8.4291169,university
Zonal Advanced Spaced Applications Laboratory,11.9751738,8.4291229,university
Zonal Advanced Spaced Applications Laboratory,11.9751953,8.4290989,university
Zonal Advanced Spaced Applications Laboratory,11.9753378,8.4291289,university
Zonal Advanced Spaced Applications Laboratory,11.9753534,8.4291648,university
Zonal Advanced Spaced Applications Laboratory,11.9753768,8.4291548,university
Zonal Advanced Spaced Applications Laboratory,11.9754158,8.4292226,university
Zonal Advanced Spaced Applications Laboratory,11.9754041,8.4292426,university
Zonal Advanced Spaced Applications Laboratory,11.9757105,8.4299109,university
Zonal Advanced Spaced Applications Laboratory,11.9754178,8.4300725,university
Zonal Advanced Spaced Applications Laboratory,11.975367,8.4300007,university
Zonal Advanced Spaced Applications Laboratory,11.9756695,8.4298231,university
Zonal Advanced Spaced Applications Laboratory,11.9757105,8.4299109,university
Zonal Advanced Spaced Applications Laboratory,11.9758998,8.429484,university
Zonal Advanced Spaced Applications Laboratory,11.975974,8.4296037,university
Zonal Advanced Spaced Applications Laboratory,11.9757866,8.4297014,university
Zonal Advanced Spaced Applications Laboratory,11.9757164,8.4295897,university
Zonal Advanced Spaced Applications Laboratory,11.9758998,8.429484,university
Zonal Advanced Spaced Applications Laboratory,11.975511,8.4304222,university
Zonal Advanced Spaced Applications Laboratory,11.9755602,8.4305094,university
Zonal Advanced Spaced Applications Laboratory,11.9755388,8.4305273,university
Zonal Advanced Spaced Applications Laboratory,11.9755466,8.4305413,university
Zonal Advanced Spaced Applications Laboratory,11.9755031,8.4305724,university
